id	name	city	zipcode	street	house_number	telephone	fax	email	website	longitude	latitude	agency_number	main_school_type	school_type
9100018	Leibniz Privatschule Kaltenkirchen	Kaltenkirchen	24568	Werner-von Siemens-Straße	14	+49 4191 9911573	+49 4191 9911599	kaltenkirchen@leibniz-privatschule.de	https://www.leibniz-privatschule.de	9.844805038356013	53.91711180550412	0799456	256	256
9100035	Schule Auf der Rude	Flensburg	24941	Lundweg	30	+49 461 852556	+49 461 851642	Schule-auf-der-Rude.Flensburg@schule.landsh.de	https://schule-auf-der-rude.lernnetz.de	9.42876994225117	54.772664045135976	0702020	1	1
9100052	Falkenbergschule	Flensburg	24937	Emil-Nolde-Straße	31	+49 461 852548	+49 461 851643	Falkenbergschule.Flensburg@schule.landsh.de		9.410593997142753	54.782593478209485	0702021	1	1
9100067	Hohlwegschule	Flensburg	24943	Glücksburger Straße	38 a	+49 461 852587	+49 461 851724	Hohlwegschule.Flensburg@schule.landsh.de	https://www.hohlwegschule.lernnetz.de	9.447596033232378	54.78479240986997	0702022	1	1
9100084	Grundschule Ramsharde, Flensburg	Flensburg	24939	Am Katharinenhof	29	+49 461 852541	+49 461 851751	Schule-Ramsharde.Flensburg@schule.landsh.de	https://www.schuleramsharde.lernnetz.de	9.419594778526523	54.80222690060637	0702023	1	1
9100101	Waldschule	Flensburg	24939	Waldstraße	44	+49 461 852545	+49 461 851725	Waldschule.Flensburg@schule.landsh.de	https://www.waldschule.lernnetz.de	9.417188768620532	54.79417995465272	0702024	1	1
9100135	Grundschule Engelsby	Flensburg	24943	Brahmsstraße	2 - 4	+49 461 852597	+49 461 851781	Schule-Engelsby.Flensburg@schule.landsh.de		9.474175193574933	54.792045719171185	0702028	1	1
9100150	Grundschule Flensburg-Weiche UNESCO-Schule	Flensburg	24941	Bahnstraße	20	+49 461 852553	+49 461 851720	unesco-schule.flensburg@schule.landsh.de	https://www.unesco.flensburg.de	9.401579498424194	54.75854588953697	0702029	1	1
9100167	Grundschule Friedheim	Flensburg	24944	Marrenshof	1	+49 461 852529	+49 461 851782	Schule-Friedheim.Flensburg@schule.landsh.de	https://www.schule-friedheim.flensburg.de	9.478025892111104	54.81186378880829	0702030	1	1
9100184	Schule Fruerlund	Flensburg	24943	Bohlberg	58	+49 461 852554	+49 461 851669	Schule-Fruerlund.Flensburg@schule.landsh.de	https://www.fruerlund.flensburg.de	9.457827419937024	54.79376072322141	0702031	1	1
9100201	Grundschule Adelby	Flensburg	24943	Ringstraße	1 - 3	+49 461 852598	+49 461 851754	Schule-Adelby.Flensburg@schule.landsh.de	https://www.schule-adelby.flensburg.de	9.466322963121863	54.781563118822646	0702235	1	1
9100218	Paulus-Paulsen Schule  - FÖZ Lernen, Sprache, Emotionale und soziale Entwicklung	Flensburg	24943	Schulze-Delitzsch-Str.	2	+49 461 852543	+49 461 851649	Paulus-Paulsen-Schule.Flensburg@schule.landsh.de	https://www.pps.lernnetz.de	9.429457438594287	54.794217851021656	0703001	8	8
9100235	Friholtschule -FöZ geistige Entw.-	Flensburg	24943	Elbestraße	8	+49 461 852591	+49 461 851662	Friholtschule.Flensburg@schule.landsh.de	https://www.friholtschule.lernnetz.de	9.465425625835822	54.8012120826158	0703005	8	8
9100252	Max von der Grün-Schule  - Förderzentrum mit dem Schwerpunkt körperliche und motorische Entwicklung	Flensburg	24943	Elbestraße	10	+49 461 852068	+49 461 852458	Max-von-der-Gruen-Schule.Flensburg@schule.landsh.de	https://mvdg.lernnetz.de	9.464985752990438	54.802308830125355	0703006	8	8
9100265	Käte-Lassen-Schule, Gemeinschaftsschule der Stadt Flensburg in Flensburg	Flensburg	24943	Mommsenstraße	45	+49 461 852540	+49 461 851646	kaete-lassen-schule.flensburg@schule.landsh.de		9.450410953687445	54.78799796767819	0707006	1024	1024
9100280	Gemeinschaftsschule Flensburg-West, Gemeinschaftsschule der Stadt Flensburg in Flensburg	Flensburg	24937	Friesische Lücke	7	+49 461 852538	+49 461 851728	west.flensburg@schule.landsh.de	https://www.flensburg-west.de	9.421078618896983	54.77673266070322	0707003	1024	1024
9100297	Altes Gymnasium	Flensburg	24937	Selckstraße	1	+49 461 852902	+49 461 851726	Altes-Gymnasium.Flensburg@schule.landsh.de	https://www.altesgym.flensburg.de	9.42836540218856	54.78888297587959	0705000	32	32
9100314	Auguste-Viktoria-Schule	Flensburg	24937	Südergraben	34	+49 461 852048	+49 461 851718	auguste-viktoria-schule.flensburg@schule.landsh.de	https://www.auguste-viktoria-schule.de/	9.43050633197703	54.782429468906905	0705001	32	32
9100331	Fördegymnasium	Flensburg	24943	Elbestraße	10	+49 461 852599	+49 461 851645	Foerdegymnasium.Flensburg@schule.landsh.de	https://www.foerdegymnasium.de	9.464985752990438	54.802308830125355	0705002	32	32
9100348	Goethe-Schule	Flensburg	24943	Bismarckstraße	41	+49 461 852536	+49 461 851744	Goethe-Schule.Flensburg@schule.landsh.de	https://www.goethe.flensburg.de	9.442987126341288	54.78647128473458	0705003	32	32
9100365	Regionales Berufsbildungszentrum Flensburg - Eckener-Schule - rechtsfähige Anstalt des öffentlichen Rechts	Flensburg	24937	Friesische Lücke	15	+49 461 852531	+49 461 852143	RBZ-Eckener-Schule.Flensburg@schule.landsh.de	https://www.eckener-schule.de	9.41697503585348	54.77634353970246	0706000	128	128
9100382	Fachschule für Seefahrt Flensburg	Flensburg	24943	Kanzleistraße	91 - 93 - Gebäude B-15.1	+49 461 805-1900	+49 461 805-1909	Fachschule-fuer-Seefahrt.Flensburg@schule.landsh.de	https://www.seefahrtschule.eu	9.447366668880493	54.774748151468735	0706010	128	128
9100399	RBZ HLA - Die Flensburger Wirtschaftsschule  - rechtsfähige Anstalt des öffentlichen Rechts	Flensburg	24937	Marienallee	5	+49 461 852530	+49 461 85-2253	Handelslehranstalt.Flensburg@schule.landsh.de	https://www.hla-flensburg.de	9.420963711401104	54.783004276246125	0706021	128	128
9100416	RBZ HLA - Die Flensburger Wirtschaftsschule  - rechtsfähige Anstalt des öffentlichen Rechts - Außenstelle	Flensburg	24939	Am Schloßwall	3	+49 461 852594			https://www.hla.flensburg.de	9.429345093861327	54.79184128118013	0706021	128	128
9100429	RBZ HLA - Die Flensburger Wirtschaftsschule  - rechtsfähige Anstalt des öffentlichen Rechts - Außenstelle	Flensburg	24939	Schulgasse	4	+49 461 851911			https://www.hla.flensburg.de	9.422035150665113	54.799565660469234	0706021	128	128
9100442	Regionales Berufsbildungszentrum Flensburg Hannah-Arendt-Schule, rechtsfähige Anstalt des öffentlichen Rechts	Flensburg	24937	Friesische Lücke	17	+49 461 851600	+49 461 851650	Hannah-Arendt-Schule.Flensburg@schule.landsh.de	https://www.has-fl.de	9.417279656793168	54.775744202909586	0706036	128	128
9100459	Kurt-Tucholsky-Schule, Gemeinschaftsschule mit Oberstufe der Stadt Flensburg	Flensburg	24943	Richard-Wagner-Straße	41	+49 461 851350	+49 461 851378	Kurt-Tucholsky-Schule.Flensburg@schule.landsh.de	https://www.kts-flensburg.de	9.467865722881516	54.78634434544575	0707004	2048	2080
9100476	Fridtjof-Nansen-Schule, Gemeinschaftsschule mit Oberstufe der Stadt Flensburg in Flensburg	Flensburg	24943	Elbestraße	20	+49 461 852009	+49 461 851660	Fridtjof-Nansen-Schule.Flensburg@schule.landsh.de	https://www.fns-fl.de/	9.46086701924708	54.80399009264642	0707005	2048	2080
9100493	Comenius-Schule, Gemeinschaftsschule der Stadt Flensburg in Flensburg	Flensburg	24939	Drosselweg	12	+49 461 852582	+49 461 851727	Comenius-Schule.Flensburg@schule.landsh.de	https://www.comenius.flensburg.de	9.413760904369	54.80194157442104	0707002	1024	1024
9100510	Freie Waldorfschule Flensburg	Flensburg	24941	Valentiner Allee	1	+49 461 903250	+49 461 9032525	info@waldorfschule-flensburg.de	https://www.waldorfschule-flensburg.de	9.44387404	54.77090568	0799010	256	256
9100527	Ostseeschule Flensburg	Flensburg	24944	Klosterholzweg	30	+49 461 80724796	+49 461 80724797	info@ostseeschule-flensburg.de	https://www.ostseeschule-flensburg.de	9.464935554407322	54.81023403987557	0799011	256	256
9100544	Jörgensby-Skolen	Flensburg	24943	Schulgang	2-6	+49 461 41230		joegensby-skolen@skoleforeningen.org		9.448050032740529	54.78396337043856	0799800	256	256
9100559	Oksevejens Skolen	Flensburg	24941	Alter Husumer Weg	207	+49 461 9576100	+49 461 95761019	oksevejens.skole@skoleforeningen.org		9.394459789133336	54.7610190840509	0799801	256	256
9100574	Christian-Paulsen-Skolen	Flensburg	24937	Südergraben	36	+49 461 570740	+49 461 5707417	jens_salomonsen@skoleforeningen.de		9.430062435975104	54.78226796325249	0799802	256	256
9100589	Cornelius-Hansen-Skolen	Flensburg	24939	Alter Kupfermühlenweg	15	+49 461 41718	+49 461 470273	cornelius.hansen-skolen@skoleforeningen.org		9.419765498626285	54.803801963701055	0799803	256	256
9100604	Gustav-Johannsen-Skolen	Flensburg	24939	Eckenerstraße	9	+49 461 587170	+49 461 5871720	gustav.johannsen-skolen@skoleforeningen.org		9.41915001410599	54.79440134472469	0799856	256	256
9100619	Duborg-Skolen	Flensburg	24939	Ritterstraße	27	+49 461 144390	+49 461 1443999	duborg-skolen@skoleforeningen.org	https://www.duborg-skolen.de	9.429053615964666	54.79279748757553	0799858	256	256
9100636	Jens-Jessen-Skolen	Flensburg	24944	Mürwiker Straße	155 a	+49 461 37171	+49 461 3107784	jens.jessen-skolen@skoleforeningen.de		9.457929714155467	54.80648061679586	0799862	256	256
9100651	Wulf-Isebrand-Schule, Grundschule Albersdorf-Bunsoh, Schulverband Albersdorf	Albersdorf	25767	Wulf-Isebrand-Straße	2	+49 4835 9712-150	+49 4835 9712-199	wulf-isebrand-schule.albersdorf@schule.landsh.de		9.287703892323792	54.14371387953337	0702160	1	1
9100666	Wulf-Isebrand-Schule, Grundschule Albersdorf-Bunsoh, Schulverband Albersdorf - Außenstelle Bunsoh	Bunsoh	25767	Schulstraße	10	+49 4835 977600				9.326373741934654	54.170521469714785	0702160	1	1
9100677	Gemeinschaftsschule am Brutkamp, Gemeinschaftsschule des Schulverbandes Albersdorf	Albersdorf	25767	Brutkamp	14	04835 9712200	+49 4835 9712-249	Gemeinschaftsschule-am-Brutkamp.Albersdorf@schule.landsh.de	https://www.gemeinschaftsschule-am-brutkamp.de	9.289558092645045	54.14212190361052	0707205	1024	1024
9100694	Grundschule Bargenstedt-Schafstedt, Grundschule des Schulverbandes Meldorf und des Schulverbandes Albersdorf in Meldorf	Bargenstedt	25704	Klintweg	7	+49 4832 1464	+49 4832 6006027	Grundschule.Bargenstedt@schule.landsh.de		9.15298166045309	54.09597925817346	0702162	1	1
9100709	Grundschule Brunsbüttel-West	Brunsbüttel	25541	Bojestraße	30	+49 4852 391-900	+49 4852 391-905	Grundschule-West.Brunsbuettel@schule.landsh.de	https://grundschule-west-brunsbüttel.de	9.107256915288776	53.89611237998173	0702163	1	1
9100726	Boy-Lornsen-Grundschule Brunsbüttel	Brunsbüttel	25541	Schulstraße	2 - 4	+49 4852 391876	+49 4852 982070	Boy-Lornsen-Grundschule.Brunsbuettel@schule.landsh.de	https://www.boy-lornsen-grundschule.de	9.132263269007124	53.893656853118074	0702164	1	1
9100760	Schleusen-Gemeinschaftsschule, Gemeinschaftsschule der Stadt Brunsbüttel in Brunsbüttel	Brunsbüttel	25541	Kopernikusstraße	5-7	+49 4852 391840	+49 4852 391848	gemeinschaftsschule.Brunsbuettel@schule.landsh.de	https://www.gemeinschaftsschule-brunsbuettel.de	9.13770573431376	53.89914378210272	0707208	1024	1024
9100777	Schleusen-Gemeinschaftsschule, Gemeinschaftsschule der Stadt Brunsbüttel in Brunsbüttel - Außenstelle	Brunsbüttel	25541	Kopernikusstraße	1	+49 4852 549910			https://www.gemeinschaftsschule-brunsbuettel.de	9.126214556131679	53.90083843042057			
9100790	Gymnasium Brunsbüttel	Brunsbüttel	25541	Kopernikusstraße	1	+49 4852 391800	+49 4852 391825	Gymnasium.Brunsbuettel@schule.landsh.de	https://www.gymnasium-brunsbuettel.de	9.126214556131679	53.90083843042057	0705205	32	32
9100807	Aussenstelle  Buchholz-Kuden	Buchholz (Dithmarschen)	25712	Hopfenhof	9	+49 4825 2852	+49 4825 902571	Grundschule.Buchholz-Kuden@schule.landsh.de		9.225893875809193	53.985640593183476			
9100822	Geestdörfer Grundschule, Grundschule des Amtes Burg - St. Michaelisdonn in Burg mit Außenstelle in Süderhastedt	Burg (Dithmarschen)	25712	Bahnhofstraße	33	+49 4825 2249	+49 4825 923324	Grundschule.Burg@schule.landsh.de	https://www.gs-burg.de	9.258046895793923	54.001249596437034	0702169	1	1
9100856	Schule am Meer Büsum (Gymnasium mit Grund- und Gemeinschaftsschulteil)	Büsum	25761	Otto-Johannsen-Straße	17	+49 4834 749500	+49 4834 7495090	schule-am-meer.buesum@schule.landsh.de	https://www.schule-am-meer-buesum.de	8.854698666451307	54.13287886995554	0705200	32	1057
9100888	Grundschule am Klev Eddelak-Buchholz des Amtes Burg-St. Michaelisdonn in Eddelak	Eddelak	25715	Schulstraße	20	+49 4855 375	+49 4855 891914	Grundschule-am-klev.eddelak-buchholz@schule.landsh.de		9.150730650119018	53.95870823186733	0702174	1	1
9100903	Grundschule Elpersbüttel-Barlt, Grundschule des Schulverbandes Meldorf in Elpersbüttel	Elpersbüttel	25704	Donnstraße	1	+49 4832 4301	+49 4832 4301	Grundschule.Elpersbuettel@schule.landsh.de	https://www.grundschule.elpersbuettel.de	9.047477925151956	54.0720589942355	0702175	1	1
9100920	Grundschule Elpersbüttel-Barlt, Grundschule des Schulverbandes Meldorf in Elpersbüttel - Außenstelle Barlt	Barlt	25719	Schulstraße	15	+49 4857 266			https://www.grundschule.elpersbuettel.de	9.04628543762469	54.01928131473918	0702175	1	1
9100933	Außenstelle Schule am Wattenmeer, Friedrichskoog	Friedrichskoog	25718	Altfelder Weg	9	+49 4854 605	+49 4854 605	grundschule.friedrichskoog@Schule.LandSH.de		8.877730554564351	54.00318315813295			
9100948	Grundschule Lüttenheid in Heide	Heide	25746	Lüttenheid	32	+49 481 63344	+49 481 683088	Grundschule-Luettenheid.Heide@schule.landsh.de		9.096967059298176	54.1931468917684	0702179	1	1
9100963	St.-Georg-Schule, Grundschule der Stadt Heide in Heide	Heide	25746	Bürgermeister-Vehrs-Straße	13 - 15	+49 481 89146	+49 481 89147	St.-Georg-Schule.Heide@schule.landsh.de		9.10242485	54.20063657	0702182	1	1
9100978	Schulen am Moor, Heide	Heide	25746	Süderholmer Straße	65	+49 481 3907	+49 481 7870257	Schulen-am-Moor.Heide@schule.landsh.de		9.156843190748118	54.20281821591783	0702183	1	1
9100993	Schulen am Moor, Heide - Außenstelle Ostrohe	Ostrohe	25746	Spanngrund	9	+49 481 87267				9.127757588351962	54.21449266329757	0702183	1	1
9101004	Friedrich-Elvers-Schule, Förderzentrum mit dem Schwerpunkt Lernen, mit Außenstellen der Stadt Heide in Heide	Heide	25746	Friedrich-Elvers-Straße	14	+49 481 89154	+49 481 8561895	Friedrich-Elvers-Foerderzentrum.Heide@schule.landsh.de	https://friedrich-elvers-schule.lernnetz.de/	9.116726321372017	54.200228335614426	0703204	8	8
9101021	Friedrich-Elvers-Schule, Förderzentrum mit dem Schwerpunkt Lernen, mit Außenstellen der Stadt Heide in Heide - Außenstelle Hennstedt	Hennstedt (Dithmarschen)	25779	Schulstraße	29 - 31	+49 4836 381			https://www.foerderzentrum-heide.lernnetz.de	9.1650483	54.2880121	0703204	8	8
9101047	Friedrich-Elvers-Schule, Förderzentrum mit dem Schwerpunkt Lernen, mit Außenstellen der Stadt Heide in Heide - Außenstelle Wesselburen	Wesselburen	25764	Dohrnstraße	1	+49 4833 780	+49 4833 8571	foerderschule-wesselburen@t-online.de	https://www.foerderzentrum-heide.lernnetz.de	8.923795117395146	54.21628267010048	0703204	8	8
9101064	Friedrich-Elvers-Schule, Förderzentrum mit dem Schwerpunkt Lernen, mit Außenstellen der Stadt Heide in Heide - Außenstelle Tellingstedt	Tellingstedt	25782	Schulweg		+49 4838 7044922	+49 4838 703048	Friedrich-Elvers-Foerderzentrum.Tellingstedt@schule.landsh.de	https://www.foerderzentrum-heide.lernnetz.de	9.28012138	54.2196622	0703204	8	8
9101081	Klaus-Groth-Schule, Grund- und Gemeinschaftsschule der Stadt Heide in Heide	Heide	25746	Klaus-Groth-Straße	18 - 20	+49 481 62383	+49 481 63017	Klaus-Groth-Schule.Heide@schule.landsh.de	https://www.gsopdehost.de	9.09410458245183	54.19089779565254	0707206	1024	1025
9101098	Klaus-Groth-Schule, Grund- und Gemeinschaftsschule der Stadt Heide in Heide - Aussenstelle Loher Weg	Heide	25746	Loher Weg		+49 481 78315	+49 481 78316		https://schule-loher-weg.lernnetz.de	9.08326673	54.19269703			
9101113	Gemeinschaftsschule Heide-Ost, Gemeinschaftsschule der Stadt Heide in Heide	Heide	25746	Friedrich-Elvers-Straße	7	+49 481 8508630	+49 481 8508615	Gemeinschaftsschule-Heide-Ost.Heide@schule.landsh.de	https://gemeinschaftsschule-heide-ost.de	9.115089100342951	54.19889131199647	0707201	1024	1024
9101130	Werner-Heisenberg-Gymnasium, Heide	Heide	25746	Rosenstraße	41	+49 481 786910	+49 481 74055	Werner-Heisenberg-Gymnasium.Heide@schule.landsh.de	https://www.whg-heide.de	9.092189635858906	54.197683174483316	0705201	32	32
9101147	Gymnasium Heide-Ost	Heide	25746	Friedrich-Elvers-Straße	7	+49 481 8508650	+49 481 8508621	Gymnasium-Heide-Ost.Heide@schule.landsh.de	https://www.gymnasium-heide-ost.de	9.11508777	54.19889019	0705204	32	32
9101164	Regionales BerufsBildungsZentrum Dithmarschen, rechtsfähige Anstalt des öffentlichen Rechts	Meldorf	25704	Friedrichshöfer Straße	31	+49 4832 9030	+49 4832 903250	bbz-dithmarschen.meldorf@schule.landsh.de	https://www.bbz-dithmarschen.de	9.072800088210041	54.079587600549345	0706383	128	128
9101181	Regionales BerufsBildungsZentrum Dithmarschen, rechtsfähige Anstalt des öffentlichen Rechts - Außenstelle Brunsbüttel	Brunsbüttel	25541	Festgestraße	11			BBZ-Dithmarschen.Brunsbuettel@schule.landsh.de	https://www.bbz-dithmarschen.de	9.157874749891043	53.893108112682334			
9101194	Regionales BerufsBildungsZentrum Dithmarschen, rechtsfähige Anstalt des öffentlichen Rechts - Außenstelle Heide	Heide	25746	Waldschlößchenstraße	48 - 52	+49 481 85081-0	+49 481 85081-45	info@bbz-dithmarschen.de	https://www.bbz-dithmarschen.de	9.104002655845056	54.20291740192921			
9101211	Grundschulen des Schulträgerverbandes Heider Umland in Hemmingstedt	Hemmingstedt	25770	Bahnhofstraße	47	+49 481 63441	+49 481 61311	Grundschule.Hemmingstedt@schule.landsh.de	https://www.gshemmingstedt.lernnetz.de	9.08505733113991	54.15084807939294	0702186	1	1
9101243	Grundschulen des Schulträgerverbandes Heider Umland in Hemmingstedt - Außenstelle Lohe-Rickelshof	Lohe-Rickelshof	25746	Kirchenallee		+49 481 72399	+49 481 7870848		https://www.gs-lohe-rickelshof.de	9.07007333	54.18855852	0702186		
9101292	Reimer-Bull-Schule, Grund-und Gemeinschaftsschule des Amtes Marne-Nordsee in Marne	Marne	25709	Hafenstrasse	12	+49 4851 95970	+49 4851 959720	Grund-und-Gemeinschaftsschule.Marne@schule.landsh.de	https://www.rbs-marne.de	9.008413754444762	53.950185440398215	0707207	1024	1025
9101309	Reimer-Bull-Schule, Grund-und Gemeinschaftsschule des Amtes Marne-Nordsee in Marne - Außenstelle Diekhusen-Fahrstedt	Marne	25709	Wilhelmstraße	35	+49 4851 95970			https://www.rbs-marne.de	9.006305655324494	53.94979567042101			
9101322	Gymnasium Marne	Marne	25709	Bürgermeister-Plambeck-Straße	9	+49 4851 3083	+49 4851 8303	Gymnasium.Marne@schule.landsh.de	https://www.gymnasium-marne.de	9.00588137	53.95549329	0705202	32	32
9101339	Grundschule Meldorf	Meldorf	25704	Rosenstraße	36	+49 4832 601190	+49 4832 9439	Grundschule.Meldorf@schule.landsh.de	https://www.grundschule-meldorf.de	9.07625155	54.08852173	0702196	1	1
9101356	Förderzentrum Süderdithmarschen mit dem Schwerpunkt Lernen des Schulverbands Meldorf, der Stadt Brunsbüttel und des Amtes Marne-Nordsee in Meldorf	Meldorf	25704	Büttelsweg	2	+49 4832 6005920	+49 4832 60059220	fz-suederdithmarschen.meldorf@schule.landsh.de		9.068288380046715	54.09666550263432	0703207	8	8
9101371	Förderzentrum Süderdithmarschen mit dem Schwerpunkt Lernen des Schulverbands Meldorf, der Stadt Brunsbüttel und des Amtes Marne-Nordsee in Meldorf - Außenstelle Albersdorf - Carsten-Niebuhr-Schule	Albersdorf	25767	Wulf-Isebrand-Straße	2 a	+49 4835 9712100	+49 4835 971978	carsten-niebuhr-schule.albersdorf@schule.landsh.de		9.28770289	54.1437133	0703207	8	8
9101386	Astrid-Lindgren-Schule -FöZ für Geistige Entwicklung-	Meldorf	25704	Eescher Weg	69	+49 4832 95930	+49 4832 959333	Astrid-Lindgren-Schule.Meldorf@schule.landsh.de	https://www.astrid-lindgren-schule-meldorf.lernnetz.de	9.098441623531762	54.0905089263246	0703213	8	8
9101403	Gemeinschaftsschule des Schulverbandes Meldorf in Meldorf	Meldorf	25704	Weiderbaum	4	+49 4832 6011730	+49 4832 60117350	Gemeinschaftsschule.Meldorf@schule.landsh.de	https://www.gemeinschaftsschule-meldorf.lernnetz.de	9.0741341	54.09478147	0707202	1024	1024
9101420	Meldorfer Gelehrtenschule	Meldorf	25704	An den Anlagen	16	+49 4832 600490	+49 4832 6004919	Meldorfer-Gelehrtenschule.Meldorf@schule.landsh.de	https://www.mgs-meldorf.de	9.071619634705664	54.09442825244594	0705203	32	32
9101437	Grundschule Nordhastedt	Nordhastedt	25785	Hauptstraße	25	+49 4804 18110	+49 4804 181122	maria-jessen-schule.nordhastedt@schule.landsh.de	https://maria-jessen-schule.de	9.184618279200704	54.17212478920086	0702201	1	1
9101469	Grund- und Gemeinschaftsschule des Amtes Burg-St. Michaelisdonn in St. Michaelisdonn	Sankt Michaelisdonn	25693	Hoper Straße	6	+49 4853 1083	+49 4853 1267	Grund-und-Regionalschule.St.Michaelisdonn@schule.landsh.de	https://schule-st-michaelisdonn.de	9.122682619906703	53.99403731603542	0707209	1024	1025
9101486	Grund- und Gemeinschaftsschule des Amtes Burg-St. Michaelisdonn in St. Michaelisdonn - Außenstelle	Sankt Michaelisdonn	25693	Birkenstraße	9	+49 4853 80030	+49 4853 800333	Grund-und-Regionalschule.St.Michaelisdonn@schule.landsh.de	https://schule-st-michaelisdonn.de	9.119040241309673	53.99253884311904			
9101520	Grund- und Gemeinschaftsschule des Amtes Kirchspiellandgemeinden Eider in Tellingstedt	Tellingstedt	25782	Schulweg	4	+49 4838 704490	+49 4838 7044929	Grund-und-Gemeinschaftsschule.Tellingstedt@schule.landsh.de	https://ggs-tellingstedt.lernnetz.de	9.28012138	54.2196622	0707203	1024	1025
9101535	Grundschule des Schulträgerverbandes Heider Umland in Weddingstedt	Weddingstedt	25795	Alter Landweg	2	+49 481 87998	+49 481 4211764	Grundschule.Weddingstedt@schule.landsh.de		9.089543127118558	54.235840387163705	0702210	1	1
9101550	Watt'n Meer School, Grundschule des Schulverbandes Wesselburen in Wesselburen	Wesselburen	25764	Ekenesch	15	+49 4833 2128	+49 4833 424010	wattn-meer-school.wesselburen@schule.landsh.de	https://wattn-meer-school.de	8.917260790695138	54.21212961368399	0702212	1	1
9101567	Watt'n Meer School, Grundschule des Schulverbandes Wesselburen in Wesselburen - Außenstelle Neuenkirchen	Neuenkirchen	25792	Hauptstraße	24	+49 4837 433	+49 4837 902808	gsneuenkirchen@t-online.de	https://wattn-meer-school.de	8.996748753532247	54.23648387576078	0702212	1	1
9101584	Eider-Nordsee-Schule	Wesselburen	25764	Dohrnstraße	1	+49 4833 525	+49 4833 8571	eider-nordsee-schule.wesselburen@schule.landsh.de	https://eider-nordsee-schule.de	8.92379365	54.21628095	0707210	1024	1024
9101601	Grundschule des Grundschulträgerverbandes Heider Umland in Wesseln	Wesseln	25746	Holstenstraße	43	+49 481 72754	+49 481 7889455	Grundschule.Wesseln@schule.landsh.de		9.07496316	54.20859085	0702213	1	1
9101616	Freie Waldorfschule Wöhrden	Wöhrden	25797	Ringstraße	1	+49 4839 244	+49 4839 951067	info@waldorfschule-woehrden.de		8.997832609246725	54.16501749985551	0799300	256	256
